NIP,P6_1_01,P6_1_02,P6_1_03,P6_1_04,P6_1_05,P6_1_06,P6_1_07,P6_1_08,P6_1_09,P6_1_10,P6_2_1,P6_3A_1,P6_3B_1,P6_3C_1,P6_3D_1,P6_2_2,P6_3A_2,P6_3B_2,P6_3C_2,P6_3D_2,P6_2_3,P6_3A_3,P6_3B_3,P6_3C_3,P6_3D_3,P6_4_1,P6_4_2,P6_4_3,P6_4_4,P6_5_1,P6_5_2,P6_5_3,P6_5_4,P6_5_5,P6_6_1,P6_6_2,P6_6_3,P6_6_4,P6_6_5,P6_6_6,P6_6_7,P6_6_8,P6_6_9
5576,1,1,2,2,2,2,2,2,2,2,1,2,2,2,3,1,3,3,3,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5577,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,3,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
5579,1,1,2,2,2,2,2,2,2,2,3,3,4,4,4,3,3,4,4,4,,,,,,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1
5581,1,1,2,2,2,2,2,2,2,2,3,1,1,1,1,3,3,3,4,4,,,,,,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2
5582,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,3,1,2,3,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2
5583,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
5584,1,1,2,2,2,2,2,2,2,2,1,1,2,2,3,1,1,3,2,3,,,,,,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2
5585,1,1,2,2,2,2,2,2,2,2,1,1,4,4,4,2,1,4,3,4,,,,,,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2
5586,1,2,1,2,2,2,2,2,2,2,2,2,2,3,4,,,,,,2,2,2,3,4,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2
5587,1,1,2,2,2,2,2,2,2,2,1,2,3,2,4,1,1,3,2,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
5588,2,2,2,2,1,2,2,2,1,2,,,,,,,,,,,1,1,1,3,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2
5589,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2
5590,1,1,2,2,2,2,2,2,2,2,2,2,3,2,4,2,4,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
5591,1,1,2,2,2,2,2,2,2,2,3,2,2,3,4,3,3,3,3,4,,,,,,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2
5592,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,,,,,,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2
5593,1,1,2,2,2,2,2,2,2,2,1,1,2,3,4,2,1,3,4,4,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1
5594,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,2,2,2,3,4,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2
5595,1,1,2,2,2,2,2,2,2,2,2,1,1,1,5,2,1,2,1,5,,,,,,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
5596,1,2,2,2,1,2,2,2,2,2,1,1,2,1,3,,,,,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
5597,1,1,2,2,2,2,2,2,2,2,2,1,2,3,4,4,4,4,4,4,,,,,,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2
5598,2,1,1,2,2,2,2,2,2,2,,,,,,1,1,2,3,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
5601,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,3,5,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
5602,1,1,2,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,3,4,,,,,,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2
5604,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
5605,1,1,2,2,2,2,2,2,2,2,2,2,4,3,5,2,2,4,3,5,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
5606,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,,,,,,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2
5607,1,2,2,2,2,2,2,2,2,2,1,1,1,3,4,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2
5609,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
5610,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
5613,1,2,2,2,2,2,1,2,2,2,2,1,2,3,4,,,,,,2,1,2,3,4,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
5614,1,1,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,2,2,3,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
5615,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,1,2,3,4,5,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2
5616,1,1,2,2,2,2,2,2,2,2,2,2,3,3,5,2,2,3,3,5,,,,,,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2
5619,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
5620,1,1,2,2,2,2,2,2,2,2,3,1,3,4,5,3,1,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2
5622,1,1,2,2,2,2,2,2,2,2,1,1,2,1,3,1,1,2,2,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2
5624,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,3,3,3,4,4,,,,,,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2
5625,1,2,1,2,2,2,2,2,2,2,1,1,2,1,4,,,,,,1,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
5626,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,3,3,3,3,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2
5627,1,2,1,2,2,2,2,2,2,2,1,3,4,4,4,,,,,,1,4,4,4,4,2,1,2,1,2,1,2,2,1,1,1,2,1,2,1,1,2,2
5628,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5629,1,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,1,2,4,5,,,,,,1,1,1,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2
5630,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
5631,1,1,2,2,2,2,2,2,2,2,1,2,2,3,4,2,2,2,4,4,,,,,,1,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2
5632,1,1,2,2,2,2,2,2,2,2,3,1,3,3,3,3,2,4,3,4,,,,,,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
5634,1,1,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,4,2,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
5636,1,1,2,2,2,2,2,2,2,2,1,2,1,1,3,1,1,3,3,4,,,,,,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
5637,1,1,2,2,2,2,2,2,2,2,1,3,1,5,2,3,1,1,5,2,,,,,,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2
5638,1,2,2,2,2,2,2,1,2,2,1,1,2,1,5,,,,,,1,3,2,2,5,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2
5639,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,,,,,,,,,,,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2
5640,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,,,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
5641,2,1,2,2,2,2,2,2,2,2,,,,,,4,3,4,4,4,,,,,,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2
5642,1,2,2,2,2,2,2,1,2,2,4,1,1,3,4,,,,,,2,3,3,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2
5643,1,1,2,2,2,2,2,2,2,2,2,1,2,1,4,2,1,3,3,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2
5644,1,1,2,2,2,2,2,2,2,2,3,2,3,4,4,3,2,3,4,4,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2
5645,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
5646,1,2,2,2,2,2,2,2,2,2,2,1,2,4,4,,,,,,,,,,,1,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2
5649,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,3,3,3,4,4,,,,,,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2
5659,1,2,2,2,2,2,2,2,2,2,3,1,2,3,4,,,,,,,,,,,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2
5661,1,1,2,2,2,2,2,2,2,2,1,1,2,2,4,2,2,3,3,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5663,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
5665,2,1,1,2,2,2,2,2,2,2,,,,,,4,3,5,5,5,4,5,5,5,5,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2
5669,1,1,2,2,2,2,2,2,2,2,1,3,3,3,3,1,2,3,3,3,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
5678,1,1,2,2,2,2,2,2,2,2,1,2,2,2,4,1,3,2,2,4,,,,,,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2
5692,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,2,3,,,,,,1,1,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2
5700,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,,,,,,3,3,4,4,4,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2
5714,1,1,2,2,2,2,2,2,2,2,1,1,2,2,4,3,1,3,2,4,,,,,,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,2
5735,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,2,3,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2
5739,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,2,1,2,4,4,,,,,,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2
5744,1,1,2,2,2,2,2,2,2,2,1,1,2,3,3,2,3,3,4,4,,,,,,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2
5746,1,1,2,2,2,2,2,2,2,2,1,1,2,2,3,2,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5764,1,2,1,2,2,2,2,2,2,2,1,1,3,3,3,,,,,,1,2,3,3,4,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2
5766,1,2,2,2,2,2,2,2,2,2,1,1,1,2,3,,,,,,,,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
5768,1,1,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,3,2,3,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
5787,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5789,2,2,1,2,2,2,2,1,2,2,,,,,,,,,,,1,2,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
5794,1,2,1,2,2,2,2,2,2,2,2,1,3,4,4,,,,,,1,1,2,4,4,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1
5795,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2
5803,1,1,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,4,,,,,,1,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2
5830,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2
5831,1,1,2,2,2,2,2,2,2,2,1,1,4,4,4,1,1,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2
5835,1,1,2,2,2,2,2,2,2,2,1,1,1,2,4,1,1,1,3,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2
5853,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,,,,,,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2
5861,1,2,1,2,2,2,2,2,2,2,1,1,1,3,5,,,,,,1,2,2,5,5,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2
5871,1,2,2,2,1,2,2,2,2,2,3,5,5,5,5,,,,,,4,4,4,4,4,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1
5875,1,1,2,2,2,2,2,2,2,2,3,2,3,4,4,3,1,3,3,4,,,,,,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2
5878,1,1,2,2,2,2,2,2,2,2,2,1,2,3,3,2,1,2,3,3,,,,,,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2
5884,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,3,2,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5895,1,1,2,2,2,2,2,2,2,2,2,1,1,3,2,3,3,3,4,4,,,,,,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2
5899,1,1,2,2,2,2,2,2,2,2,2,1,1,2,3,2,2,2,3,3,,,,,,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2
5912,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,,,,,,1,1,1,2,4,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2
5916,1,1,2,2,2,2,2,2,2,2,1,1,2,3,3,2,2,4,3,4,,,,,,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2
5930,1,1,2,2,2,2,2,2,2,2,2,1,1,1,5,2,1,1,2,5,,,,,,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
5937,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,1,2,1,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5940,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,,,,,,1,1,2,1,3,2,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,2,2
5946,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,,,,,,2,1,2,2,4,2,2,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2
5951,1,1,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,3,4,4,,,,,,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
5952,1,1,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,4,4,,,,,,2,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2
5954,1,1,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,2,2,4,,,,,,2,1,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2
5958,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
5962,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2
5965,1,1,2,2,2,2,2,2,2,2,1,1,1,1,4,1,1,1,1,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
5970,1,2,1,2,2,2,2,2,2,2,3,2,3,5,2,,,,,,1,1,2,4,3,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2
5975,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2
5996,2,2,1,1,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2
5998,1,2,2,1,2,2,2,2,2,2,1,2,3,1,3,,,,,,1,1,3,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
6013,1,1,2,2,2,2,2,2,2,2,1,1,2,2,4,1,1,1,1,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
6015,1,2,2,2,2,1,2,2,2,2,4,4,3,2,2,,,,,,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2
6016,1,1,2,2,2,2,2,2,2,2,3,3,2,4,4,3,1,2,3,4,,,,,,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2
6018,1,1,2,2,2,2,2,2,2,2,1,2,2,1,4,1,2,2,1,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
6019,1,1,2,2,2,2,2,2,2,2,3,2,1,1,2,3,2,3,4,4,,,,,,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2
6020,1,1,2,2,2,2,2,2,2,2,3,2,4,4,4,3,2,3,4,4,,,,,,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2
6021,1,1,2,2,2,2,2,2,2,2,1,1,3,3,4,3,3,4,3,4,,,,,,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2
6022,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,4,3,4,4,4,,,,,,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2
6024,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,,,,,,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2
6026,1,1,2,2,2,2,2,2,2,2,1,2,2,1,3,1,2,3,2,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
6027,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2
6029,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,,,,,,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2
6030,1,1,2,2,2,2,2,2,2,2,4,1,1,1,1,4,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
6031,1,1,2,2,2,2,2,2,2,2,3,2,3,2,3,3,2,3,2,3,,,,,,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2
6033,1,1,2,2,2,2,2,2,2,2,3,3,3,2,4,4,5,5,5,5,,,,,,1,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2
6034,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2
6035,1,2,2,2,2,2,2,2,2,2,2,1,3,4,4,,,,,,,,,,,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1
6037,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,,,,,,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2
6040,1,1,2,2,2,2,2,2,2,2,3,1,3,5,5,3,3,3,1,3,,,,,,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2
6042,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
6044,1,1,2,2,2,2,2,2,2,2,3,2,2,3,4,4,4,4,4,4,,,,,,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2
6045,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,,,,,,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2
6048,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
6051,1,2,1,2,2,2,2,2,2,2,1,1,2,2,3,,,,,,1,1,1,3,3,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1
6053,1,1,2,2,2,2,2,2,2,2,1,1,2,2,4,1,1,2,2,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
6054,1,1,2,2,2,2,2,2,2,2,3,2,2,2,4,4,3,4,4,4,,,,,,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1
6055,1,2,2,2,2,2,1,2,2,2,1,1,1,2,4,,,,,,2,2,3,4,4,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
6062,1,2,1,2,2,2,2,2,2,2,1,2,4,4,4,,,,,,1,3,4,4,4,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2
6064,1,2,2,2,2,1,2,2,2,2,1,1,2,2,4,,,,,,1,1,3,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2
6065,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,3,3,3,3,4,,,,,,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2
6066,1,1,2,2,2,2,2,2,2,2,2,1,2,3,4,2,2,3,4,4,,,,,,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2
6074,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
6076,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,,,,,,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2
6078,1,1,2,2,2,2,2,2,2,2,1,1,1,2,3,2,3,3,4,4,,,,,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
6079,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
6083,1,1,2,2,2,2,2,2,2,2,1,1,3,2,3,1,1,3,2,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
6090,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,3,1,3,2,3,,,,,,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2
6092,1,2,2,2,2,2,2,2,2,2,2,3,3,4,4,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1
6100,1,2,2,2,2,1,2,2,2,2,1,1,1,3,3,,,,,,1,1,1,4,3,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2
6101,1,1,2,2,2,2,2,2,2,2,2,1,2,3,4,2,2,3,3,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
6123,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,,,,,,2,2,3,3,4,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2
6124,1,1,2,2,2,2,2,2,2,2,1,1,2,3,4,1,1,3,3,4,,,,,,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2
6125,1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,1,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2
6126,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2
6127,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
6128,1,1,2,2,2,2,2,2,2,2,4,4,3,4,4,4,4,4,4,4,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2
6129,1,1,2,2,2,2,2,2,2,2,2,1,1,2,4,2,1,1,2,4,,,,,,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
6130,1,1,2,2,2,2,2,2,2,2,1,1,2,2,3,1,2,4,2,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2
6133,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2
6134,2,1,1,2,2,2,2,2,2,2,,,,,,2,1,1,3,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2
6135,1,1,2,2,2,2,2,2,2,2,2,1,2,4,4,2,2,3,4,4,,,,,,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2
6136,1,1,2,2,2,2,2,2,2,2,1,2,2,4,4,2,2,3,4,4,,,,,,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2
6137,1,1,2,2,2,2,2,2,2,2,1,1,1,1,4,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
6138,1,1,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,3,,,,,,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2
6141,1,1,2,2,2,2,2,2,2,2,1,1,2,1,3,2,2,3,2,3,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
6144,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,,,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2
6150,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
6155,1,1,2,2,2,2,2,2,2,2,1,1,1,1,5,1,1,1,1,1,,,,,,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2
