NIP,P6_7_01,P6_7_02,P6_7_03,P6_7_04,P6_7_05,P6_7_06,P6_7_07,P6_7_08,P6_7_09,P6_7_10,P6_8_1,P6_9A_1,P6_9B_1,P6_9C_1,P6_9D_1,P6_8_2,P6_9A_2,P6_9B_2,P6_9C_2,P6_9D_2,P6_8_3,P6_9A_3,P6_9B_3,P6_9C_3,P6_9D_3,P6_10_1,P6_10_2,P6_10_3,P6_10_4,P6_11_1,P6_11_2,P6_11_3,P6_11_4,P6_11_5,P6_12_1,P6_12_2,P6_12_3,P6_12_4,P6_12_5,P6_12_6,P6_12_7,P6_12_8,P6_12_9
12600,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,,,,,,1,2,3,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1
12601,1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,3,4,4,4,4,,,,,,2,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2
12602,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
12603,1,1,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,3,4,,,,,,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1
12606,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,,,,,,,,,,,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2
12607,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,,,,,,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2
12608,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
12610,1,1,2,2,2,2,2,2,2,2,4,5,5,5,5,4,5,5,5,5,,,,,,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2
12611,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,3,,,,,,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2
12612,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,4,3,4,4,4,,,,,,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
12613,1,2,1,2,2,2,2,2,2,2,2,1,3,3,4,,,,,,2,1,3,3,4,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2
12614,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,3,4,,,,,,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
12615,2,2,1,1,2,2,2,2,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2
12616,1,2,1,2,2,2,2,2,2,2,4,4,4,4,4,,,,,,2,3,3,4,4,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1,2
12617,1,2,1,2,2,2,2,2,2,2,3,2,2,2,4,,,,,,1,2,2,2,4,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2
12618,1,2,2,2,2,2,2,2,2,2,3,2,2,3,4,,,,,,,,,,,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2
12619,1,1,2,2,2,2,2,2,2,2,1,1,3,2,4,2,1,2,2,4,,,,,,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2
12620,1,2,1,2,2,2,2,2,2,2,2,1,2,3,4,,,,,,2,1,2,2,4,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2
12621,1,1,2,2,2,2,2,2,2,2,4,2,3,4,4,3,3,3,4,4,,,,,,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1
12622,1,1,2,2,2,2,2,2,2,2,2,2,3,4,4,3,3,4,4,4,,,,,,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1
12623,1,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1
12624,1,1,2,2,2,2,2,2,2,2,2,1,2,1,4,2,1,2,2,4,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
12626,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,3,2,3,3,4,,,,,,1,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2
12627,1,1,2,2,2,2,2,2,2,2,1,1,1,1,5,1,1,1,1,5,,,,,,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2
12628,1,2,2,2,1,2,2,2,2,2,2,1,3,3,4,,,,,,2,2,2,3,4,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2
12629,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,3,2,3,3,4,,,,,,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2
12630,1,1,2,2,2,2,2,2,2,2,1,3,3,3,3,1,3,3,3,3,,,,,,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2
12631,1,1,2,2,2,2,2,2,2,2,1,1,3,4,4,1,1,3,1,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
12632,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,3,4,,,,,,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2
12633,1,1,2,2,2,2,2,2,2,2,2,1,1,1,4,3,3,3,2,4,,,,,,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1
12634,1,2,2,2,2,2,1,2,2,2,2,1,2,3,4,,,,,,1,1,2,2,4,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1
12635,1,1,2,2,2,2,2,2,2,2,3,1,1,3,4,3,2,3,4,4,,,,,,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2
12636,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,4,3,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2
12637,1,1,2,2,2,2,2,2,2,2,3,1,2,3,4,3,2,2,3,4,,,,,,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2
12638,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,3,3,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1
12640,1,2,2,2,2,2,2,2,2,2,1,1,1,1,5,,,,,,,,,,,1,1,1,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2
12641,1,1,2,2,2,2,2,2,2,2,4,2,4,4,4,4,4,4,4,4,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2
12642,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
12643,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,,,,,,2,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2
12644,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,,,,,,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2
12645,1,2,2,2,2,2,2,2,2,2,3,3,2,4,4,,,,,,,,,,,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1
12646,2,1,2,2,2,2,2,2,2,2,,,,,,2,2,3,3,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
12647,1,1,2,2,2,2,2,2,2,2,1,2,2,2,4,1,2,4,4,4,,,,,,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2
12648,1,1,2,2,2,2,2,2,2,2,3,2,2,2,3,4,3,3,4,4,,,,,,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2
12649,1,1,2,2,2,2,2,2,2,2,1,2,3,3,4,2,3,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
12650,1,2,2,2,2,2,2,2,2,2,3,1,2,3,4,,,,,,,,,,,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1
12651,1,1,2,2,2,2,2,2,2,2,3,4,3,4,4,4,4,4,4,4,,,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1
12652,1,1,2,2,2,2,2,2,2,2,2,1,3,3,4,2,2,3,3,4,,,,,,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2
12653,2,1,2,2,2,2,2,2,2,2,,,,,,4,3,3,3,4,,,,,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2
12654,1,1,2,2,2,2,2,2,2,2,2,2,3,4,4,3,2,3,4,4,,,,,,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1
12655,1,1,2,2,2,2,2,2,2,2,4,4,3,3,4,4,4,4,4,4,,,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2
12656,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
12657,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,,,,,,,,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
12658,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,,,,,,,,,,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
12659,1,1,2,2,2,2,2,2,2,2,2,1,3,3,4,3,3,3,2,4,,,,,,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2
12660,1,1,2,2,2,2,2,2,2,2,2,1,1,2,4,4,4,4,4,4,,,,,,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2
12661,2,2,1,1,2,2,2,2,2,2,,,,,,,,,,,1,1,2,1,3,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2
12662,1,1,2,2,2,2,2,2,2,2,4,2,2,3,4,4,3,4,4,4,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1
12663,1,2,1,2,2,2,2,2,2,2,1,1,1,1,4,,,,,,2,1,1,2,4,1,1,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2
12664,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,3,2,4,3,4,,,,,,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2
12665,1,1,2,2,2,2,2,2,2,2,3,2,2,2,4,3,2,2,3,4,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2
12666,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,,,,,,1,2,1,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
12667,1,2,2,2,2,2,2,2,2,2,4,3,3,4,4,,,,,,,,,,,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1
12668,1,1,2,2,2,2,2,2,2,2,3,2,2,2,4,4,3,4,3,4,,,,,,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,1,2,2
12669,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,3,3,3,4,,,,,,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2
12670,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4,3,2,3,4,4,,,,,,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2
12671,1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,3,3,4,4,4,,,,,,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2
12672,1,1,2,2,2,2,2,2,2,2,2,1,2,3,4,3,3,3,3,4,,,,,,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2
12673,1,1,2,2,2,2,2,2,2,2,1,2,2,2,3,2,2,3,3,3,,,,,,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2
12674,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,2,2,3,3,4,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
12675,1,1,2,2,2,2,2,2,2,2,3,2,2,3,3,4,2,4,3,4,,,,,,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2
12676,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,2,2,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
12677,1,1,2,2,2,2,2,2,2,2,1,1,2,2,3,3,3,2,3,3,,,,,,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1
12678,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,,,,,,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2
12679,1,1,2,2,2,2,2,2,2,2,3,1,3,3,4,2,3,3,2,4,,,,,,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1
12680,1,1,2,2,2,2,2,2,2,2,2,1,1,2,4,3,2,3,3,4,,,,,,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2
12681,1,2,1,2,2,2,2,2,2,2,1,1,2,3,4,,,,,,2,2,3,2,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2
12682,1,1,2,2,2,2,2,2,2,2,3,2,3,3,4,2,2,3,3,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2
12683,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
12684,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,,,,,,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2
12685,1,1,2,2,2,2,2,2,2,2,2,1,2,3,4,3,1,3,3,4,,,,,,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2
12686,1,1,2,2,2,2,2,2,2,2,1,3,2,5,5,1,4,4,1,5,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
12687,1,1,2,2,2,2,2,2,2,2,3,2,2,2,4,3,2,2,3,4,,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
12688,1,1,2,2,2,2,2,2,2,2,3,1,3,1,4,3,1,2,1,4,,,,,,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1
12689,1,2,2,2,1,2,2,2,2,2,4,4,4,4,4,,,,,,3,4,4,4,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1
12690,1,1,2,2,2,2,2,2,2,2,3,1,1,1,4,4,4,4,4,4,,,,,,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2
12691,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,4,3,3,4,4,,,,,,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2
12692,1,1,2,2,2,2,2,2,2,2,3,2,3,4,4,3,5,5,5,5,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
12693,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,4,4,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
12694,2,2,1,1,2,2,2,2,2,2,,,,,,,,,,,2,2,2,3,4,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2
12695,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,3,4,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
12696,1,1,2,2,2,2,2,2,2,2,2,2,3,2,4,2,2,3,2,4,,,,,,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2
12697,1,1,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,,,,,,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2
12698,1,2,2,2,2,2,2,2,2,2,1,1,1,1,3,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2
12699,1,1,2,2,2,2,2,2,2,2,2,1,2,1,4,2,1,2,1,4,,,,,,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2
12700,1,1,2,2,2,2,2,2,2,2,2,1,3,3,4,4,3,3,3,4,,,,,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2
12701,1,2,2,2,1,2,2,2,2,2,2,2,3,2,4,,,,,,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2
12702,1,1,2,2,2,2,2,2,2,2,2,1,1,1,4,2,1,1,1,4,,,,,,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2
12703,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,3,4,4,4,4,,,,,,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2
12704,2,1,2,2,1,2,2,2,2,2,,,,,,3,2,2,2,4,3,2,2,2,4,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2
12705,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,,,,,,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2
12706,1,2,2,2,2,2,2,2,2,2,2,3,3,2,4,,,,,,,,,,,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2
12707,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,,,,,,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2
12708,1,1,2,2,2,2,2,2,2,2,1,1,1,3,4,2,1,1,4,4,,,,,,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2
12710,1,1,2,2,2,2,2,2,2,2,3,1,1,2,4,2,1,1,1,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2
12712,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,3,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
12713,1,1,2,2,2,2,2,2,2,2,2,1,2,3,3,2,1,2,4,4,,,,,,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2
12714,1,2,2,2,2,2,2,2,2,2,3,2,1,2,2,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2
12715,1,1,2,2,2,2,2,2,2,2,1,1,2,2,4,1,2,3,3,4,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2
12716,1,1,2,2,2,2,2,2,2,2,1,1,2,3,4,3,1,3,3,4,,,,,,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2
12717,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2,,,,,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
12718,1,1,2,2,2,2,2,2,2,2,1,1,2,2,4,4,4,4,4,4,,,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2
12719,1,2,2,2,2,2,2,2,2,2,2,2,4,3,4,,,,,,,,,,,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1
12720,1,1,2,2,2,2,2,2,2,2,3,1,1,2,3,4,3,3,4,4,,,,,,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2
12721,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2
12723,1,1,2,2,2,2,2,2,2,2,2,1,2,3,4,2,2,3,2,4,,,,,,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2
12724,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,2,4,4,3,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
12725,1,2,1,2,2,2,2,2,2,2,3,2,4,2,4,,,,,,3,1,3,2,4,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,2,1,2
12726,1,1,2,2,2,2,2,2,2,2,3,2,3,4,4,3,2,3,4,4,,,,,,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2
12727,1,1,2,2,2,2,2,2,2,2,1,1,1,1,3,3,2,3,3,4,,,,,,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1
12728,1,1,2,2,2,2,2,2,2,2,2,1,2,3,4,3,2,3,3,4,,,,,,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2
12729,1,1,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,4,,,,,,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2
12730,1,2,2,2,2,2,1,2,2,2,1,1,2,2,4,,,,,,1,1,4,4,4,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2
12731,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,,,,,,,,,,,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2
12732,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,2,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2
12733,1,1,2,2,2,2,2,2,2,2,1,1,4,3,4,3,4,4,4,4,,,,,,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2
12734,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,,,,,,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
12735,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2
12736,1,1,2,2,2,2,2,2,2,2,3,2,2,2,4,2,3,3,1,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2
12737,1,1,2,2,2,2,2,2,2,2,2,3,2,4,2,3,4,4,4,4,,,,,,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2
12738,1,2,2,2,2,2,2,2,2,2,1,1,1,1,3,,,,,,,,,,,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2
12739,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,4,4,4,,,,,,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1
12740,1,2,2,2,1,2,2,2,2,2,1,1,1,1,3,,,,,,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
12741,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,3,3,3,4,4,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
12742,1,2,2,1,2,2,2,2,2,2,2,1,2,3,3,,,,,,4,4,4,4,4,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2
12743,1,2,2,2,2,1,2,2,2,2,1,3,2,1,4,,,,,,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2
12744,1,1,2,2,2,2,2,2,2,2,1,1,1,2,4,3,3,3,3,4,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
12745,1,2,2,2,1,2,2,2,2,2,3,2,2,2,3,,,,,,3,3,3,3,4,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1
12746,1,1,2,2,2,2,2,2,2,2,1,2,2,3,4,2,3,3,4,4,,,,,,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1
12747,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,2,3,4,4,4,,,,,,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2
12748,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2
12749,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,,,,,,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2
12750,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1
12751,2,2,2,2,1,1,2,2,2,2,,,,,,,,,,,3,4,4,4,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
12752,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2
12753,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,2,2,2,,,,,,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2
12754,1,1,2,2,2,2,2,2,2,2,1,1,3,4,4,2,1,3,4,4,,,,,,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2
12755,1,2,2,2,1,2,2,2,2,2,4,2,4,3,4,,,,,,1,2,3,2,4,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1
12756,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,,,,,,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2
12757,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
12758,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,3,3,3,4,4,,,,,,2,1,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2
12759,1,1,2,2,2,2,2,2,2,2,1,1,1,2,4,1,1,1,2,4,,,,,,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2
12760,1,1,2,2,2,2,2,2,2,2,2,1,1,1,4,3,3,2,2,4,,,,,,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2
12761,1,1,2,2,2,2,2,2,2,2,3,1,2,3,4,3,1,2,3,4,,,,,,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2
12762,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,3,3,4,3,4,,,,,,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2
12763,1,1,2,2,2,2,2,2,2,2,3,1,2,2,4,4,2,2,3,4,,,,,,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2
12764,1,1,2,2,2,2,2,2,2,2,2,1,3,4,4,2,1,4,3,4,,,,,,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2
12765,1,1,2,2,2,2,2,2,2,2,3,2,3,3,4,3,2,3,3,4,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2
12766,1,1,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2,3,4,1,,,,,,2,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2
12767,1,2,2,2,2,2,2,2,2,2,1,1,1,3,3,,,,,,,,,,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1
12768,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,2,1,1,2,4,2,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2
12769,1,1,2,2,2,2,2,2,2,2,3,1,3,4,4,4,1,3,4,4,,,,,,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2
12771,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,4,4,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2
12772,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,4,4,4,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2
